loan_id,age,employment_years,existing_emi,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
620,36,16,95197,8900000,25400000,8,588,19400000,12100000,18800000,4500000,Approved
621,38,12,63180,5000000,10600000,4,570,11900000,900000,14800000,7100000,Approved
622,49,17,23630,4900000,17600000,6,860,13600000,7500000,12700000,5600000,Approved
623,40,20,124959,5300000,19200000,4,655,14200000,6900000,17800000,3900000,Approved
624,54,23,0,8500000,27700000,4,457,3600000,400000,18900000,5200000,Approved
625,30,4,0,700000,2100000,14,863,100000,1200000,2700000,600000,Approved
626,38,13,81471,5900000,18900000,4,742,10800000,4500000,23200000,8000000,Approved
627,36,6,54950,3500000,13300000,4,798,7400000,5300000,12100000,3600000,Approved
628,39,16,124246,7700000,18900000,16,552,15600000,6100000,23900000,6600000,Approved
629,50,14,0,4500000,12500000,12,418,400000,4300000,12400000,4300000,Rejected
630,45,24,98892,9100000,22200000,6,419,7400000,600000,18200000,9800000,Rejected
631,47,19,0,9000000,29900000,2,668,22100000,7200000,24400000,4700000,Approved
632,52,14,211615,8900000,29200000,8,608,10800000,5200000,33500000,11700000,Approved
633,47,14,83439,6500000,13800000,10,342,15300000,2300000,14400000,7300000,Rejected
634,43,13,176762,8100000,18000000,8,817,1400000,7800000,16900000,10800000,Approved
635,44,26,117517,8400000,29900000,16,476,16100000,2400000,32700000,7500000,Rejected
636,56,21,99701,5300000,20000000,6,881,15900000,3700000,19500000,4000000,Approved
637,34,7,74111,4100000,15600000,12,838,5500000,4800000,15100000,2700000,Approved
638,42,16,0,6900000,27400000,4,406,10200000,6500000,23900000,5300000,Approved
639,43,12,80455,5200000,19500000,12,778,5200000,4300000,19900000,5800000,Approved
640,28,4,48450,2000000,7400000,14,799,3600000,3700000,4300000,1100000,Approved
641,48,19,75311,4600000,17800000,20,716,12600000,2600000,10800000,4500000,Approved
642,57,22,148754,7100000,20100000,16,756,8000000,5000000,17600000,5400000,Approved
643,60,22,207188,9300000,20100000,10,743,4800000,1800000,21900000,13600000,Approved
644,37,13,133929,5400000,19400000,20,731,13800000,3200000,20000000,4300000,Approved
645,30,7,80586,4100000,8500000,2,833,12000000,0,16200000,3400000,Approved
646,43,9,99298,4900000,11400000,8,470,12000000,7500000,14700000,4800000,Rejected
647,38,10,73167,5400000,21200000,20,734,7300000,1800000,11500000,7500000,Approved
648,50,14,0,3000000,9600000,12,620,7900000,0,8600000,3600000,Approved
649,48,15,149114,6800000,14400000,8,812,15200000,4500000,21100000,6400000,Approved
650,37,19,0,5100000,14000000,12,459,9800000,0,10400000,6800000,Rejected
651,40,22,0,9800000,32600000,10,704,7000000,12100000,30000000,4900000,Approved
652,49,12,32646,1600000,4100000,6,391,4300000,1400000,5700000,700000,Rejected
653,51,27,0,8000000,29100000,4,421,3100000,12000000,27000000,8800000,Approved
654,46,14,38768,2900000,6700000,14,796,3800000,3700000,9700000,4200000,Approved
655,44,19,0,9200000,30300000,10,607,24000000,16600000,29600000,8900000,Approved
656,39,17,0,9500000,20400000,14,376,2300000,6600000,25900000,8400000,Rejected
657,34,8,74273,3700000,8500000,8,424,1900000,5600000,14800000,4100000,Rejected
658,47,21,91613,7100000,20800000,6,442,2900000,7100000,28200000,7100000,Rejected
659,42,21,117078,5600000,17600000,14,448,6700000,3500000,18900000,6800000,Rejected
660,37,1,22761,1200000,2700000,2,638,1500000,500000,2700000,1500000,Approved
661,31,6,11400,1600000,5600000,6,710,3100000,800000,6000000,1600000,Approved
662,46,13,36863,1600000,4800000,20,641,4200000,1000000,4100000,1400000,Approved
663,39,13,45709,5300000,20200000,10,348,9200000,9500000,17300000,6100000,Rejected
664,53,23,0,9100000,19900000,20,519,9300000,16400000,28900000,10500000,Rejected
665,45,24,49751,9400000,35000000,10,517,10700000,15100000,27500000,6700000,Rejected
666,39,20,32301,5900000,22400000,6,375,6500000,10500000,18100000,4800000,Rejected
667,30,12,0,1100000,3400000,10,426,300000,800000,3900000,1400000,Rejected
668,34,7,36145,3100000,11500000,14,785,3200000,3100000,9100000,4200000,Approved
669,40,12,34196,2200000,8600000,20,373,4100000,1300000,5900000,1400000,Rejected
670,59,21,0,6000000,20100000,6,476,13900000,10000000,15200000,5500000,Rejected
671,36,18,41869,2000000,5600000,18,320,2400000,2300000,4600000,2100000,Rejected
672,51,17,59557,7200000,22900000,18,657,14600000,400000,17400000,8800000,Approved
673,33,5,7779,500000,1900000,12,868,200000,500000,1800000,300000,Approved
674,40,14,0,5800000,13900000,6,345,4000000,9300000,20900000,5500000,Rejected
675,33,2,3470,200000,300000,6,472,400000,100000,700000,0,Rejected
676,46,8,61205,4600000,9500000,20,613,5200000,5900000,13700000,3000000,Approved
677,35,7,0,4600000,12800000,14,769,13100000,8600000,12100000,3500000,Approved
678,34,12,114205,6500000,23100000,20,741,11400000,8500000,25700000,7900000,Approved
679,40,18,72376,4400000,16600000,14,889,800000,1400000,14900000,5900000,Approved
680,21,2,21071,900000,3600000,10,683,1400000,700000,3500000,400000,Approved
681,53,15,53118,3200000,7400000,18,780,4200000,2600000,9000000,2800000,Approved
682,39,4,0,600000,1100000,8,538,500000,800000,1400000,300000,Rejected
683,41,12,74612,5200000,12600000,10,721,1100000,8700000,13900000,3600000,Approved
684,53,16,159698,6400000,15200000,14,467,15500000,9100000,18400000,3200000,Rejected
685,22,2,5420,1000000,2500000,6,551,1700000,200000,3700000,900000,Approved
686,33,11,55583,6800000,14800000,14,803,11300000,3300000,19600000,6600000,Approved
687,41,11,0,3000000,8400000,10,361,7700000,200000,7300000,1800000,Rejected
688,42,17,81018,8700000,30700000,6,708,20600000,4500000,27600000,9300000,Approved
689,48,22,0,8800000,20900000,18,766,13500000,15400000,34500000,13100000,Approved
690,40,7,83706,3900000,11500000,2,464,9300000,5700000,12400000,5100000,Rejected
691,32,12,0,1700000,4300000,2,517,100000,200000,6200000,1600000,Rejected
692,46,10,8760,900000,2300000,6,747,1200000,200000,2900000,600000,Approved
693,44,20,0,7200000,24700000,6,596,8800000,1400000,21700000,5800000,Approved
694,62,27,48569,9200000,25400000,2,783,25400000,2000000,19600000,12400000,Approved
695,37,12,95018,5700000,19400000,2,335,7400000,10600000,20600000,7100000,Approved
696,35,9,0,1100000,2700000,4,889,1900000,1000000,2200000,500000,Approved
697,35,16,12701,1100000,2200000,4,874,1900000,1300000,2100000,900000,Approved
698,34,14,103446,6000000,23900000,4,394,6700000,5800000,21900000,4500000,Approved
699,56,23,0,8100000,28500000,20,420,1500000,1400000,31800000,10000000,Rejected
700,53,18,134838,6500000,25100000,20,848,11500000,8600000,17400000,4400000,Approved
701,44,20,133520,7600000,17900000,16,788,1700000,7800000,27100000,5900000,Approved
702,45,10,16708,2200000,4900000,8,509,3800000,0,5400000,2900000,Rejected
703,49,24,67776,6300000,23900000,6,899,-100000,11400000,20600000,6700000,Approved
704,43,12,118021,6700000,15800000,12,466,7500000,4600000,19900000,6600000,Rejected
705,27,2,9549,1300000,4300000,2,595,1300000,500000,2900000,1500000,Approved
706,28,5,68934,2800000,6700000,12,322,1900000,2000000,8600000,2100000,Rejected
707,34,16,0,7000000,18900000,2,691,6300000,7400000,15200000,3900000,Approved
708,51,24,0,8800000,26700000,10,379,10100000,15500000,27000000,9700000,Rejected
709,46,27,47616,8900000,25800000,18,531,12400000,3400000,22900000,5400000,Rejected
710,51,19,44302,7000000,21800000,4,631,8100000,7100000,14600000,10000000,Approved
711,38,11,0,6900000,18600000,10,330,19600000,9400000,16400000,4500000,Rejected
712,36,13,0,9200000,29200000,16,383,17700000,13300000,30400000,5700000,Rejected
713,47,16,144760,6100000,19700000,16,678,13700000,2300000,19300000,5500000,Approved
714,49,15,29723,4400000,14700000,8,894,11400000,6300000,9400000,2400000,Approved
715,48,27,231399,9900000,22700000,12,567,28300000,9900000,29700000,5400000,Approved
716,42,12,94050,3900000,14000000,4,708,700000,1800000,15600000,5200000,Approved
717,41,20,114822,6800000,21200000,2,433,10700000,1900000,23200000,6300000,Approved
718,41,6,0,3600000,8700000,14,302,6400000,3700000,7800000,4100000,Rejected
719,32,5,11590,700000,2600000,14,736,2100000,600000,1900000,400000,Approved
720,34,9,0,4000000,8500000,6,323,11200000,1000000,14300000,4100000,Rejected
721,32,4,37937,1800000,4100000,12,670,1900000,2900000,4700000,2200000,Approved
722,49,23,0,5600000,21000000,12,609,8800000,11000000,15800000,4900000,Approved
723,33,13,0,6800000,24200000,18,349,18800000,0,15800000,9400000,Rejected
724,27,0,8986,600000,1500000,2,319,100000,1100000,2100000,600000,Rejected
725,31,12,78872,4200000,16200000,14,391,5800000,2100000,14100000,2600000,Rejected
726,41,21,49413,5000000,18700000,10,755,3600000,600000,13000000,2600000,Approved
727,35,12,41301,4100000,12200000,6,354,7300000,5600000,16300000,3500000,Rejected
728,44,15,20059,2200000,8800000,2,877,5000000,1300000,6400000,3100000,Approved
729,31,9,0,3400000,8600000,16,312,6400000,6100000,8400000,3000000,Rejected
730,48,16,92116,7100000,15900000,14,746,9500000,3900000,23500000,8000000,Approved
731,53,18,83506,5800000,19600000,16,313,11100000,8100000,22700000,6300000,Rejected
732,38,5,0,3400000,12900000,14,857,3400000,2500000,8700000,1900000,Approved
733,49,15,181636,7700000,18300000,20,504,14600000,500000,18300000,4600000,Rejected
734,27,2,0,500000,1200000,14,556,900000,0,1800000,500000,Approved
735,49,16,112060,5300000,11000000,14,393,6800000,2400000,20500000,5200000,Rejected
736,50,12,0,4700000,14400000,14,881,11000000,6100000,17600000,2400000,Approved
737,29,8,71945,4300000,12200000,14,719,5100000,2600000,14000000,5700000,Approved
738,27,7,12572,900000,2500000,16,458,-100000,100000,3200000,1100000,Rejected
739,40,7,0,2000000,7500000,14,857,4300000,1500000,4200000,2100000,Approved
740,38,4,0,2000000,7600000,16,429,5300000,3100000,5800000,2200000,Rejected
741,44,8,0,4100000,15900000,12,538,3900000,800000,8800000,5700000,Rejected
742,47,12,37281,6900000,14400000,10,828,4600000,13000000,26700000,9000000,Approved
743,36,11,0,2300000,6100000,6,339,5100000,2500000,8300000,2400000,Rejected
744,43,15,128421,5800000,16600000,18,376,2500000,7500000,21100000,2800000,Rejected
745,45,26,46385,8000000,30000000,14,549,14800000,200000,17300000,7000000,Rejected
746,32,7,0,3700000,12700000,18,587,11000000,3100000,8800000,4100000,Approved
747,27,8,38485,2600000,8400000,18,861,0,3500000,6200000,3800000,Approved
748,24,6,51646,3000000,7000000,12,409,6400000,4900000,8000000,3500000,Rejected
749,35,10,65924,2700000,10200000,4,528,7800000,2200000,10000000,1600000,Approved
750,43,12,0,5700000,19600000,8,691,8800000,2200000,12100000,3000000,Approved
751,25,4,16516,1500000,3600000,4,584,3900000,1300000,4800000,1700000,Approved
752,60,23,113359,6800000,20000000,4,459,14500000,3000000,25000000,4900000,Rejected
753,38,16,168125,8100000,31700000,10,755,0,12700000,30100000,4700000,Approved
754,50,17,79344,9200000,27700000,20,688,4800000,16300000,25800000,11200000,Approved
755,35,11,107082,7600000,26000000,6,384,2600000,1200000,20000000,7900000,Rejected
756,40,14,3626,600000,1600000,20,869,1400000,1000000,1700000,200000,Approved
757,33,8,57911,4700000,18700000,20,445,2100000,0,11100000,4000000,Rejected
758,43,7,9773,1400000,5500000,6,393,500000,1500000,5400000,1800000,Rejected
759,45,15,140343,9400000,24600000,10,414,8800000,13400000,23800000,5600000,Rejected
760,49,24,0,9700000,19900000,16,395,2800000,13700000,37000000,10800000,Rejected
761,57,26,91721,8900000,21000000,14,815,200000,10800000,21600000,6400000,Approved
762,40,21,28788,4600000,10500000,8,758,3900000,4300000,15800000,2900000,Approved
763,57,20,0,5600000,14500000,10,457,6900000,7800000,20600000,4600000,Rejected
764,38,11,8293,1000000,3200000,10,854,2600000,800000,2900000,1200000,Approved
765,33,15,48154,3500000,10300000,16,324,2400000,900000,12600000,2400000,Rejected
766,51,17,86469,7900000,31500000,14,849,19400000,10300000,26600000,10600000,Approved
767,48,16,54514,6100000,24200000,12,672,300000,11100000,23500000,5000000,Approved
768,51,26,0,8900000,20900000,6,859,9600000,16500000,29300000,11100000,Approved
769,52,22,37427,5300000,15400000,8,584,5100000,1700000,14000000,5000000,Approved
770,34,5,11326,1300000,4800000,4,346,3200000,1600000,3400000,1600000,Approved
771,42,14,0,4000000,12800000,18,635,6000000,7000000,12900000,4200000,Approved
772,48,24,159081,8700000,22700000,4,365,8200000,14800000,30200000,7200000,Rejected
773,40,21,199019,9500000,20000000,16,856,24900000,0,35700000,6200000,Approved
774,36,17,52339,9000000,20000000,2,440,17100000,1000000,28500000,7600000,Rejected
775,51,20,75830,7300000,23300000,2,616,15700000,5900000,25800000,4100000,Approved
776,42,22,176137,7400000,25700000,2,461,5700000,2900000,15100000,5100000,Approved
777,41,19,0,3100000,10800000,10,681,5100000,1700000,7400000,1500000,Approved
778,41,16,93329,4300000,9400000,2,485,11000000,8100000,11000000,2200000,Rejected
779,42,13,19709,2400000,8300000,6,684,5500000,3500000,5300000,2300000,Approved
780,47,11,32331,5400000,17900000,14,727,13100000,0,12300000,4700000,Approved
781,43,5,22449,1600000,5100000,6,784,1400000,2400000,4500000,1400000,Approved
782,50,17,165635,9900000,20400000,4,865,26300000,3600000,36500000,12800000,Approved
783,47,21,141451,5800000,20100000,18,791,1400000,10800000,16300000,5600000,Approved
784,50,12,48659,2200000,8500000,16,866,4000000,1900000,6800000,2800000,Approved
785,27,9,100772,5000000,14400000,2,761,-100000,7300000,12600000,4500000,Approved
786,47,12,3995,600000,2100000,18,572,400000,500000,1400000,300000,Approved
787,50,18,0,2200000,8600000,6,601,2700000,2900000,6700000,3300000,Approved
788,36,11,0,2600000,5500000,14,820,2700000,2400000,9300000,2000000,Approved
789,34,12,14906,1200000,4300000,8,598,1600000,1800000,3200000,1300000,Approved
790,43,6,0,3100000,8700000,18,544,5300000,1100000,12200000,1500000,Rejected
791,41,6,97723,4600000,14500000,14,561,2300000,6200000,10200000,5800000,Approved
792,38,14,155588,9300000,35500000,6,547,2800000,17800000,27000000,13900000,Rejected
793,42,11,78119,6300000,13400000,2,504,10500000,10900000,14500000,9400000,Rejected
794,52,15,141907,5900000,20800000,14,530,7100000,5800000,13100000,8800000,Rejected
795,42,12,21378,2900000,10600000,6,614,1000000,300000,7600000,3600000,Approved
796,39,19,152281,6100000,22400000,18,351,11800000,5000000,24400000,4800000,Rejected
797,34,15,101365,5900000,19700000,10,431,3300000,9200000,22700000,5300000,Rejected
798,44,6,0,4600000,18400000,10,403,200000,8800000,17300000,2900000,Rejected
799,38,11,132604,7000000,20200000,8,668,16600000,5000000,26100000,9100000,Approved
800,45,22,0,5100000,10400000,18,399,8000000,4300000,20100000,4600000,Rejected
801,48,16,0,3100000,10600000,14,665,6200000,800000,9500000,3900000,Approved
802,35,10,84865,4100000,12800000,16,344,10300000,7000000,15800000,4100000,Rejected
803,48,11,34319,1800000,5400000,16,555,3900000,2900000,5100000,1700000,Approved
804,58,20,126088,8200000,26900000,20,301,23800000,13600000,31000000,9900000,Rejected
805,41,4,11717,800000,2100000,6,726,2000000,0,2600000,600000,Approved
806,38,13,177725,8400000,23100000,6,689,5700000,2500000,18900000,11900000,Approved
807,49,12,43066,8500000,33900000,4,665,8500000,12800000,17900000,4500000,Approved
808,39,8,56771,3300000,12700000,16,608,3600000,6200000,12600000,4500000,Approved
809,46,18,0,5800000,12800000,20,335,4400000,3000000,15300000,8000000,Rejected
810,36,15,22473,4400000,10500000,18,677,100000,2000000,12100000,5000000,Approved
811,30,9,26139,2600000,8500000,2,491,1700000,1800000,5300000,2600000,Approved
812,46,22,0,9600000,28100000,20,763,23000000,11800000,27500000,10300000,Approved
813,35,15,0,5200000,18100000,8,809,2400000,6900000,14000000,5500000,Approved
814,40,18,0,9700000,36400000,16,544,3500000,15000000,31300000,5200000,Rejected
815,24,6,2680,200000,800000,14,624,600000,0,600000,0,Approved
816,54,24,99958,6500000,16800000,10,388,9500000,800000,14900000,7200000,Rejected
817,44,22,91386,7200000,23100000,14,644,13300000,3500000,18300000,4200000,Approved
818,44,16,86423,5200000,18400000,14,600,7300000,9700000,16500000,3600000,Approved
819,52,19,70106,6500000,14100000,2,709,1000000,12700000,20900000,4000000,Approved
820,47,13,22972,2300000,5600000,8,642,2600000,1900000,8600000,2500000,Approved
821,48,15,0,3300000,10400000,4,423,7400000,4700000,11600000,3200000,Approved
822,44,16,41816,2000000,5900000,12,900,3800000,2400000,7100000,3000000,Approved
823,54,16,189798,8300000,19500000,4,415,2300000,9400000,21700000,8600000,Rejected
824,37,17,62167,3800000,14300000,4,645,1300000,1100000,10900000,4600000,Approved
825,55,20,0,5700000,15600000,16,742,700000,5800000,11400000,6800000,Approved
826,35,15,0,7300000,19800000,8,724,5500000,6000000,29000000,10300000,Approved
827,32,5,34397,1600000,5400000,12,707,600000,1700000,6200000,800000,Approved
828,29,6,14844,800000,2500000,4,780,500000,900000,1700000,400000,Approved
829,41,20,0,6300000,21900000,10,538,9600000,5400000,19300000,7800000,Rejected
830,57,27,0,8800000,17700000,14,706,22900000,4300000,30300000,9200000,Approved
831,42,22,87748,7300000,14500000,16,811,1000000,12400000,16100000,9600000,Approved
832,51,17,24105,3800000,9100000,14,849,6300000,2400000,9500000,2500000,Approved
833,38,16,0,6200000,16700000,10,880,15800000,8200000,20100000,9100000,Approved
834,44,12,0,3500000,9500000,4,664,9500000,500000,7800000,5200000,Approved
835,40,8,32611,1400000,5000000,2,465,0,2600000,5300000,1500000,Approved
836,25,7,71662,3500000,12000000,2,786,600000,6400000,10700000,1700000,Approved
837,39,3,0,600000,2000000,10,326,400000,1000000,2400000,700000,Rejected
838,33,14,43118,4100000,10800000,16,399,5900000,7600000,12700000,5300000,Rejected
839,32,14,0,5400000,11500000,6,841,6800000,100000,11100000,6600000,Approved
840,46,18,28279,2000000,6700000,14,638,4900000,200000,4900000,2300000,Approved
841,29,9,0,3500000,8900000,4,478,4000000,3900000,11300000,3800000,Rejected
842,53,15,160272,8300000,30000000,4,600,14600000,12500000,24800000,12000000,Approved
843,50,22,0,6700000,15600000,16,768,300000,1800000,26000000,3800000,Approved
844,44,12,27174,1900000,6500000,10,523,2400000,1100000,6200000,1100000,Rejected
845,37,10,156716,6500000,20900000,14,327,8200000,100000,22800000,4700000,Rejected
846,49,15,0,600000,1800000,8,799,1000000,700000,2200000,800000,Approved
847,46,23,166027,7000000,23000000,18,803,18700000,6300000,27800000,4100000,Approved
848,38,18,142657,7700000,15400000,18,524,12900000,5100000,21000000,6600000,Rejected
849,35,4,0,2600000,6600000,6,506,2300000,1900000,9600000,2100000,Rejected
850,37,16,45876,9200000,18800000,2,351,22400000,2200000,31500000,13000000,Rejected
851,26,2,42591,1800000,4200000,8,648,1200000,3100000,6200000,1600000,Approved
852,49,17,58403,4900000,18500000,4,612,6100000,5900000,16400000,2900000,Approved
853,35,10,59708,5700000,12400000,14,396,5400000,7500000,17600000,5600000,Rejected
854,40,7,0,300000,800000,2,458,500000,0,1100000,200000,Rejected
855,36,14,17244,1700000,3400000,6,488,100000,500000,4500000,1600000,Rejected
856,41,13,81721,7000000,18900000,6,475,1300000,6100000,14700000,5200000,Rejected
857,56,18,10386,2200000,7000000,18,417,2000000,3900000,6500000,1900000,Rejected
858,47,25,0,6800000,18700000,8,781,17600000,900000,23700000,5400000,Approved
859,42,16,32712,2400000,6200000,12,337,3400000,2100000,9400000,2300000,Rejected
860,33,10,5249,600000,1800000,12,511,300000,200000,2200000,400000,Rejected
861,55,23,83767,6200000,17300000,6,837,12600000,3700000,24700000,4600000,Approved
862,51,17,157162,7600000,24600000,12,810,1300000,10500000,30300000,5200000,Approved
863,31,8,0,4800000,10600000,8,588,3700000,5200000,15000000,4500000,Approved
864,47,20,0,4200000,9200000,12,870,3200000,2400000,12300000,5700000,Approved
865,47,25,0,7200000,20700000,10,733,15600000,12000000,19200000,9900000,Approved
866,42,23,136001,6400000,20300000,16,348,10000000,10900000,20400000,6900000,Rejected
867,35,16,198490,8900000,23000000,12,741,5600000,11200000,27100000,7100000,Approved
868,39,21,65663,5100000,14500000,12,306,700000,8800000,11600000,2900000,Rejected
869,38,14,0,6300000,19500000,18,428,15900000,7200000,19900000,6500000,Rejected
870,52,16,80689,6600000,22100000,4,455,3800000,3000000,25100000,7400000,Approved
871,30,10,30027,4800000,14700000,2,356,7100000,8800000,13400000,5500000,Approved
872,49,13,0,200000,400000,4,594,500000,0,400000,100000,Approved
873,45,19,116146,7500000,25800000,18,844,9100000,600000,18600000,6500000,Approved
874,53,28,0,9000000,34700000,4,771,4800000,9500000,34100000,7700000,Approved
875,52,22,0,5400000,12500000,4,622,14400000,2900000,11800000,5400000,Approved
876,36,12,0,1700000,4500000,20,480,200000,600000,5400000,1900000,Rejected
877,39,21,0,4300000,11500000,20,337,11100000,6000000,17000000,5200000,Rejected
878,36,17,48850,5200000,11200000,6,698,14100000,7600000,18800000,2700000,Approved
879,47,15,81631,4400000,17000000,18,302,1000000,2100000,14000000,5700000,Rejected
880,42,20,19898,3900000,7800000,14,349,11200000,500000,11800000,3600000,Rejected
881,35,3,7676,1100000,3300000,10,482,2800000,300000,2900000,1600000,Rejected
882,29,9,58000,2500000,8200000,10,429,1500000,4100000,5900000,2200000,Rejected
883,37,14,9529,500000,1300000,8,471,500000,300000,1500000,700000,Rejected
884,49,20,119366,9000000,32400000,10,895,16800000,5800000,20700000,9500000,Approved
885,37,10,110962,5100000,20300000,18,757,11800000,3400000,13400000,3200000,Approved
886,48,19,75627,5200000,13500000,2,777,7000000,5200000,15500000,6100000,Approved
887,48,10,34965,4400000,8900000,4,761,8100000,1000000,14200000,3000000,Approved
888,29,4,38199,1900000,4200000,12,821,5200000,1500000,5000000,2700000,Approved
889,60,25,172490,9200000,26500000,6,662,1000000,400000,26900000,5300000,Approved
890,29,10,40385,4800000,16500000,10,350,2000000,6500000,11400000,2900000,Rejected
891,44,12,116283,4900000,10700000,20,321,1200000,400000,11100000,6500000,Rejected
892,48,15,107669,4800000,10100000,4,368,9100000,5100000,16500000,3500000,Rejected
893,49,17,95749,9300000,24900000,14,455,27600000,4700000,35100000,13900000,Rejected
894,60,26,0,7500000,24600000,8,744,1600000,3600000,16700000,9300000,Approved
895,55,20,0,5900000,16800000,4,806,11200000,9700000,22800000,7100000,Approved
896,49,22,80436,9400000,27900000,6,456,21400000,18500000,35600000,7800000,Rejected
897,29,10,103030,5300000,13400000,8,719,1600000,200000,11400000,5300000,Approved
898,41,13,41328,3700000,9000000,18,668,7800000,1600000,13400000,3100000,Approved
899,36,7,25575,2500000,5800000,18,494,5100000,4400000,8500000,2300000,Rejected
900,57,19,0,2800000,10800000,2,841,700000,2600000,7100000,4100000,Approved
901,44,22,51756,5400000,21400000,8,721,8200000,6400000,16700000,7400000,Approved
902,39,13,16649,3100000,9400000,10,414,200000,5300000,8000000,2800000,Rejected
903,43,8,97055,4800000,15500000,10,812,9500000,1500000,17800000,3500000,Approved
904,60,26,0,8800000,17500000,20,832,1800000,3600000,24000000,7400000,Approved
905,43,15,24317,4100000,14900000,12,571,-100000,5200000,13000000,3400000,Approved
906,60,28,62643,9700000,37000000,14,459,28700000,17900000,22800000,5600000,Rejected
907,43,11,116203,6400000,24100000,6,592,2500000,6300000,20200000,6000000,Approved
908,55,20,0,3400000,13100000,20,527,900000,4500000,8600000,4000000,Rejected
909,46,9,81953,3500000,10200000,12,333,7600000,6400000,8100000,3400000,Rejected
910,35,6,41602,3200000,10000000,18,532,3300000,100000,9800000,2100000,Rejected
911,33,15,0,4900000,13100000,18,754,8200000,3300000,16500000,7200000,Approved
912,40,14,8691,1300000,4800000,4,835,500000,100000,3300000,800000,Rejected
913,29,9,0,2500000,5400000,10,592,3400000,1500000,9900000,2900000,Approved
914,57,26,56554,7500000,27300000,20,553,11600000,2800000,26200000,6100000,Approved
915,48,11,0,700000,2000000,8,806,1900000,1100000,2200000,400000,Approved
916,55,27,131190,8200000,28500000,2,378,6800000,11200000,26400000,11500000,Approved
917,47,24,124922,6900000,26200000,4,534,14500000,11900000,14900000,9400000,Approved
918,28,2,31514,1500000,5900000,16,400,4200000,2400000,4800000,1500000,Rejected
919,53,19,121940,6300000,18300000,18,543,1800000,9400000,17700000,3500000,Rejected
920,41,20,192060,8800000,25600000,10,715,25300000,2500000,34900000,8600000,Approved
921,56,21,87062,8900000,20700000,6,684,1100000,9200000,20400000,6700000,Approved
922,46,9,28995,2100000,6100000,8,346,5500000,600000,4500000,2900000,Rejected
923,61,23,0,9200000,29200000,6,669,9900000,12900000,23400000,11700000,Approved
924,30,11,64982,3600000,8000000,12,566,10500000,3000000,8900000,2700000,Approved
925,47,27,0,8600000,23600000,2,361,25800000,5300000,24700000,7500000,Rejected
926,39,10,0,3000000,8000000,6,333,3200000,400000,8200000,2200000,Rejected
927,48,11,70914,5200000,16300000,8,335,9500000,7000000,13600000,7300000,Rejected
928,51,17,96279,7200000,20400000,10,558,0,13200000,27200000,10600000,Approved
929,36,18,37514,4000000,15600000,12,436,10400000,2800000,14800000,3200000,Rejected
930,25,7,24893,2400000,5200000,2,371,6100000,3100000,8500000,1400000,Rejected
931,51,15,0,5500000,18400000,10,515,6800000,4400000,18500000,4100000,Rejected
932,41,16,122516,9000000,24300000,10,599,12900000,3400000,26900000,6400000,Approved
933,32,14,161307,7900000,24000000,20,728,18600000,15600000,21800000,7400000,Approved
934,38,11,73751,6200000,21600000,20,679,18600000,2500000,24500000,9100000,Approved
935,36,13,86726,7900000,29200000,4,399,23200000,5500000,30200000,6900000,Approved
936,28,9,0,1200000,4500000,6,819,1400000,1100000,4400000,900000,Approved
937,48,14,34097,4700000,11700000,6,308,11800000,1100000,15100000,3700000,Rejected
938,33,9,115021,5900000,15600000,2,730,12600000,4700000,15900000,5900000,Approved
939,36,17,34774,1400000,5100000,14,312,4000000,1000000,3200000,1400000,Rejected
940,37,17,55504,4700000,12800000,16,740,2200000,8600000,11700000,6100000,Approved
941,46,12,58951,7600000,20000000,10,522,21500000,1400000,20400000,4300000,Rejected
942,57,22,140437,7200000,16900000,4,702,15900000,7100000,22000000,9600000,Approved
943,46,11,17931,1400000,4300000,16,447,3600000,1200000,5300000,1000000,Rejected
944,46,16,23715,1400000,2900000,4,829,800000,600000,5400000,1600000,Approved
945,56,26,0,7900000,18500000,18,727,20200000,12400000,19600000,7100000,Approved
946,37,11,0,7600000,18700000,14,509,8500000,8500000,22200000,3700000,Rejected
947,60,22,0,9600000,34200000,2,745,2500000,2000000,33000000,6700000,Approved
948,27,4,24509,2300000,6600000,18,513,4600000,900000,9000000,1600000,Rejected
949,49,23,45526,8100000,18500000,6,372,19100000,10200000,31000000,7900000,Rejected
950,33,7,0,300000,700000,4,411,600000,0,1200000,100000,Rejected
951,46,19,70550,4700000,10800000,20,495,11300000,6800000,17000000,4500000,Rejected
952,36,3,27129,1100000,2500000,4,827,2400000,1000000,4100000,600000,Approved
953,46,22,0,8600000,25100000,6,820,14400000,5000000,26000000,8300000,Approved
954,52,24,185088,8700000,28100000,10,660,25500000,800000,25900000,10100000,Approved
955,44,17,42888,2200000,8600000,4,563,900000,1000000,4400000,2800000,Approved
956,38,15,0,500000,1400000,10,883,900000,0,1700000,300000,Approved
957,54,19,0,9100000,22000000,12,387,25300000,15600000,31700000,7000000,Rejected
958,33,8,0,2200000,8700000,12,613,500000,1800000,5700000,2400000,Approved
959,25,3,39493,2200000,8000000,14,335,2800000,3700000,6900000,2900000,Rejected
960,51,22,155240,9600000,34500000,2,795,9500000,900000,32000000,9300000,Approved
961,44,13,53348,6500000,13900000,8,369,9600000,300000,17200000,8300000,Rejected
962,33,15,0,2400000,7400000,18,888,2700000,1600000,7600000,3200000,Approved
